ssssffff
sffff
¦r¬q2,¦r¬q1,¦r¬q3,¦r¬q4,¦r¬q5,¦r¬q6,‹ï­±??
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          16.7457
        ","
          15.2286
        ","
          04/22 00:12:03
        ","
          04/22 06:34:00
        ","
          -27.16%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          16.7142
        ","
          15.5999
        ","
          04/21 20:56:43
        ","
          04/22 04:39:38
        ","
          -19.99%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          42705.14
        ","
          42043.73
        ","
          04/21 21:48:46
        ","
          04/22 00:11:51
        ","
          7.73%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          41869.81
        ","
          42276.80
        ","
          04/21 16:04:34
        ","
          04/21 18:21:55
        ","
          -19.43%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          41872.84
        ","
          42270.23
        ","
          04/21 16:04:25
        ","
          04/21 18:21:46
        ","
          -18.98%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          41453.44
        ","
          41904.53
        ","
          04/21 13:57:32
        ","
          04/21 16:01:01
        ","
          -21.75%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          41429.08
        ","
          41843.37
        ","
          04/21 08:07:30
        ","
          04/21 15:57:20
        ","
          -20.00%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            MATIC/USDT
            (3X) 
            °µ¦h
          ","
          1.440811
        ","
          1.443344
        ","
          04/20 14:29:11
        ","
          04/20 21:37:21
        ","
          0.52%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          17.1967
        ","
          17.2540
        ","
          04/20 10:37:16
        ","
          04/20 20:25:26
        ","
          0.99%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          17.0043
        ","
          17.3348
        ","
          04/20 11:53:25
        ","
          04/20 19:20:53
        ","
          5.83%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (5X) 
            °µ¦h
          ","
          3087.88
        ","
          3120.28
        ","
          04/20 11:50:05
        ","
          04/20 19:15:20
        ","
          5.24%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          16.2749
        ","
          16.3291
        ","
          04/18 05:13:13
        ","
          04/19 07:11:11
        ","
          0.99%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          15.9553
        ","
          16.2212
        ","
          04/18 07:02:48
        ","
          04/19 05:23:51
        ","
          4.99%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            SAND/USDT
            (3X) 
            °µ¦h
          ","
          2.648375
        ","
          2.714357
        ","
          04/18 22:24:49
        ","
          04/19 02:17:49
        ","
          7.47%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            SAND/USDT
            (3X) 
            °µ¦h
          ","
          2.642518
        ","
          2.714999
        ","
          04/18 22:32:45
        ","
          04/19 02:17:47
        ","
          8.21%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (5X) 
            °µ¦h
          ","
          2924.32
        ","
          2985.29
        ","
          04/18 22:41:02
        ","
          04/19 01:59:30
        ","
          10.42%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (3X) 
            °µ¦h
          ","
          15.6565
        ","
          15.7649
        ","
          04/18 07:41:13
        ","
          04/18 10:12:07
        ","
          2.07%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          40429.77
        ","
          39996.82
        ","
          04/15 23:20:26
        ","
          04/18 02:14:35
        ","
          5.35%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          40096.67
        ","
          39996.82
        ","
          04/15 22:20:19
        ","
          04/18 02:14:35
        ","
          1.24%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          40113.77
        ","
          39996.82
        ","
          04/15 22:13:55
        ","
          04/18 02:14:34
        ","
          1.45%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          40449.07
        ","
          39943.45
        ","
          04/18 00:26:14
        ","
          04/18 02:08:03
        ","
          25.00%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          40450.80
        ","
          39945.16
        ","
          04/18 00:26:10
        ","
          04/18 02:08:02
        ","
          25.00%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          40449.06
        ","
          39943.44
        ","
          04/18 00:26:25
        ","
          04/18 02:08:02
        ","
          25.00%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          40153.90
        ","
          40547.30
        ","
          04/17 11:01:46
        ","
          04/17 21:42:50
        ","
          -19.59%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          40154.34
        ","
          40555.88
        ","
          04/17 10:54:54
        ","
          04/17 21:40:39
        ","
          -20.00%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (20X) 
            °µ¦h
          ","
          3060.80
        ","
          3032.22
        ","
          04/17 08:18:36
        ","
          04/17 10:49:05
        ","
          -18.67%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          40194.39
        ","
          40180.73
        ","
          04/15 12:01:38
        ","
          04/15 13:46:07
        ","
          0.67%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µªÅ
          ","
          41255.10
        ","
          40878.59
        ","
          04/14 16:41:11
        ","
          04/14 19:54:48
        ","
          18.25%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            MANA/USDT
            (3X) 
            °µ¦h
          ","
          2.13589
        ","
          2.15691
        ","
          04/11 18:04:06
        ","
          04/11 18:16:27
        ","
          2.94%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            AVAX/USDT
            (3X) 
            °µ¦h
          ","
          76.302
        ","
          76.880
        ","
          04/11 18:03:52
        ","
          04/11 18:16:27
        ","
          2.27%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (5X) 
            °µªÅ
          ","
          3205.37
        ","
          3083.70
        ","
          04/09 20:22:06
        ","
          04/11 18:01:34
        ","
          18.97%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          42719.20
        ","
          41343.78
        ","
          04/10 08:29:55
        ","
          04/11 18:01:32
        ","
          16.09%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          42508.65
        ","
          41470.62
        ","
          04/09 13:44:00
        ","
          04/11 18:00:06
        ","
          12.20%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          42502.77
        ","
          41443.82
        ","
          04/09 13:43:51
        ","
          04/11 18:00:04
        ","
          12.45%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          42502.73
        ","
          41429.47
        ","
          04/09 13:43:48
        ","
          04/11 18:00:01
        ","
          12.62%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            LTC/USDT
            (3X) 
            °µªÅ
          ","
          111.44
        ","
          107.63
        ","
          04/09 20:21:27
        ","
          04/11 10:58:24
        ","
          10.25%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (5X) 
            °µ¦h
          ","
          3204.53
        ","
          3217.13
        ","
          04/09 10:46:51
        ","
          04/09 13:43:28
        ","
          1.96%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (5X) 
            °µ¦h
          ","
          3272.53
        ","
          3217.13
        ","
          04/08 22:43:07
        ","
          04/09 13:43:28
        ","
          -8.45%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            ETH/USDT
            (5X) 
            °µ¦h
          ","
          3274.78
        ","
          3217.13
        ","
          04/08 22:42:45
        ","
          04/09 13:43:28
        ","
          -8.79%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          18.0984
        ","
          17.3744
        ","
          04/09 01:12:44
        ","
          04/09 06:14:19
        ","
          -20.00%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          43573.53
        ","
          43463.09
        ","
          04/08 18:02:53
        ","
          04/08 22:39:16
        ","
          1.26%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          43570.50
        ","
          43470.20
        ","
          04/08 18:03:01
        ","
          04/08 22:39:14
        ","
          1.15%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          43526.68
        ","
          43495.66
        ","
          04/08 09:28:35
        ","
          04/08 13:04:33
        ","
          0.35%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (5X) 
            °µªÅ
          ","
          43583.04
        ","
          43516.63
        ","
          04/08 09:50:25
        ","
          04/08 12:51:14
        ","
          0.76%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34065
        ","
          2.17239
        ","
          04/07 00:22:37
        ","
          04/07 01:04:29
        ","
          71.88%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34363
        ","
          2.17220
        ","
          04/07 00:22:32
        ","
          04/07 01:04:29
        ","
          73.14%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34699
        ","
          2.17087
        ","
          04/07 00:22:25
        ","
          04/07 01:04:29
        ","
          75.03%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34978
        ","
          2.17087
        ","
          04/07 00:22:08
        ","
          04/07 01:04:28
        ","
          76.13%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.35172
        ","
          2.17087
        ","
          04/07 00:21:54
        ","
          04/07 01:04:28
        ","
          76.90%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34271
        ","
          2.17087
        ","
          04/07 00:21:34
        ","
          04/07 01:04:28
        ","
          73.35%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34486
        ","
          2.17087
        ","
          04/07 00:21:06
        ","
          04/07 01:04:28
        ","
          74.20%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34538
        ","
          2.17087
        ","
          04/07 00:20:46
        ","
          04/07 01:04:28
        ","
          74.40%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34396
        ","
          2.17087
        ","
          04/07 00:20:14
        ","
          04/07 01:04:27
        ","
          73.83%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            GMT/USDT
            (10X) 
            °µªÅ
          ","
          2.34341
        ","
          2.17087
        ","
          04/07 00:20:09
        ","
          04/07 01:04:27
        ","
          73.61%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            AVAX/USDT
            (5X) 
            °µ¦h
          ","
          96.971
        ","
          84.187
        ","
          04/04 10:01:17
        ","
          04/06 22:14:58
        ","
          -65.91%
        ",Bored Ape ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
